   t=log(T)  r=log(rho)    log(R)    G=log(ross)    dG/dt       dG/dr
   4.700E+00  -8.800E+00  -4.900E+00   1.170E-01  -2.458E+00   5.819E-01
   4.700E+00  -8.700E+00  -4.800E+00   1.772E-01  -2.581E+00   6.216E-01
   4.700E+00  -8.600E+00  -4.700E+00   2.413E-01  -2.693E+00   6.601E-01
   4.700E+00  -8.500E+00  -4.600E+00   3.092E-01  -2.798E+00   6.975E-01
   4.700E+00  -8.400E+00  -4.500E+00   3.807E-01  -2.898E+00   7.336E-01
   4.700E+00  -8.300E+00  -4.400E+00   4.558E-01  -2.994E+00   7.680E-01
   4.700E+00  -8.200E+00  -4.300E+00   5.342E-01  -3.083E+00   8.002E-01
   4.700E+00  -8.100E+00  -4.200E+00   6.158E-01  -3.165E+00   8.302E-01
   4.700E+00  -8.000E+00  -4.100E+00   7.002E-01  -3.239E+00   8.579E-01
   4.700E+00  -7.900E+00  -4.000E+00   7.873E-01  -3.306E+00   8.835E-01
   4.700E+00  -7.800E+00  -3.900E+00   8.768E-01  -3.362E+00   9.064E-01
   4.700E+00  -7.700E+00  -3.800E+00   9.685E-01  -3.404E+00   9.263E-01
   4.700E+00  -7.600E+00  -3.700E+00   1.062E+00  -3.430E+00   9.432E-01
   4.700E+00  -7.500E+00  -3.600E+00   1.157E+00  -3.437E+00   9.570E-01
   4.700E+00  -7.400E+00  -3.500E+00   1.253E+00  -3.422E+00   9.678E-01
   4.700E+00  -7.300E+00  -3.400E+00   1.350E+00  -3.384E+00   9.759E-01
   4.700E+00  -7.200E+00  -3.300E+00   1.448E+00  -3.327E+00   9.817E-01
   4.700E+00  -7.100E+00  -3.200E+00   1.547E+00  -3.254E+00   9.851E-01
   4.700E+00  -7.000E+00  -3.100E+00   1.645E+00  -3.166E+00   9.862E-01
   4.700E+00  -6.900E+00  -3.000E+00   1.744E+00  -3.068E+00   9.849E-01
   4.700E+00  -6.800E+00  -2.900E+00   1.842E+00  -2.966E+00   9.825E-01
   4.700E+00  -6.700E+00  -2.800E+00   1.940E+00  -2.868E+00   9.805E-01
   4.700E+00  -6.600E+00  -2.700E+00   2.038E+00  -2.779E+00   9.787E-01
   4.700E+00  -6.500E+00  -2.600E+00   2.136E+00  -2.701E+00   9.772E-01
   4.700E+00  -6.400E+00  -2.500E+00   2.234E+00  -2.640E+00   9.760E-01
   4.700E+00  -6.300E+00  -2.400E+00   2.331E+00  -2.600E+00   9.754E-01
   4.700E+00  -6.200E+00  -2.300E+00   2.429E+00  -2.581E+00   9.757E-01
   4.700E+00  -6.100E+00  -2.200E+00   2.527E+00  -2.582E+00   9.768E-01
   4.700E+00  -6.000E+00  -2.100E+00   2.624E+00  -2.603E+00   9.789E-01
   4.700E+00  -5.900E+00  -2.000E+00   2.722E+00  -2.642E+00   9.818E-01
   4.700E+00  -5.800E+00  -1.900E+00   2.821E+00  -2.697E+00   9.852E-01
   4.700E+00  -5.700E+00  -1.800E+00   2.919E+00  -2.765E+00   9.885E-01
   4.700E+00  -5.600E+00  -1.700E+00   3.018E+00  -2.842E+00   9.919E-01
   4.700E+00  -5.500E+00  -1.600E+00   3.118E+00  -2.928E+00   9.952E-01
   4.700E+00  -5.400E+00  -1.500E+00   3.217E+00  -3.018E+00   9.985E-01
   4.700E+00  -5.300E+00  -1.400E+00   3.317E+00  -3.110E+00   1.001E+00
   4.700E+00  -5.200E+00  -1.300E+00   3.418E+00  -3.198E+00   1.001E+00
   4.700E+00  -5.100E+00  -1.200E+00   3.518E+00  -3.282E+00   1.000E+00
   4.800E+00  -1.000E+01  -6.400E+00  -3.463E-01  -2.507E-01   9.163E-02
   4.800E+00  -9.900E+00  -6.300E+00  -3.365E-01  -3.010E-01   1.040E-01
   4.800E+00  -9.800E+00  -6.200E+00  -3.254E-01  -3.576E-01   1.182E-01
   4.800E+00  -9.700E+00  -6.100E+00  -3.128E-01  -4.216E-01   1.340E-01
   4.800E+00  -9.600E+00  -6.000E+00  -2.986E-01  -4.942E-01   1.515E-01
   4.800E+00  -9.500E+00  -5.900E+00  -2.825E-01  -5.779E-01   1.713E-01
   4.800E+00  -9.400E+00  -5.800E+00  -2.642E-01  -6.745E-01   1.939E-01
   4.800E+00  -9.300E+00  -5.700E+00  -2.436E-01  -7.837E-01   2.194E-01
   4.800E+00  -9.200E+00  -5.600E+00  -2.203E-01  -9.052E-01   2.477E-01
   4.800E+00  -9.100E+00  -5.500E+00  -1.940E-01  -1.039E+00   2.789E-01
   4.800E+00  -9.000E+00  -5.400E+00  -1.644E-01  -1.184E+00   3.126E-01
   4.800E+00  -8.900E+00  -5.300E+00  -1.314E-01  -1.341E+00   3.487E-01
   4.800E+00  -8.800E+00  -5.200E+00  -9.459E-02  -1.510E+00   3.872E-01
   4.800E+00  -8.700E+00  -5.100E+00  -5.385E-02  -1.695E+00   4.280E-01
   4.800E+00  -8.600E+00  -5.000E+00  -8.907E-03  -1.895E+00   4.712E-01
   4.800E+00  -8.500E+00  -4.900E+00   4.042E-02  -2.107E+00   5.155E-01
   4.800E+00  -8.400E+00  -4.800E+00   9.418E-02  -2.328E+00   5.597E-01
   4.800E+00  -8.300E+00  -4.700E+00   1.524E-01  -2.554E+00   6.039E-01
   4.800E+00  -8.200E+00  -4.600E+00   2.150E-01  -2.783E+00   6.480E-01
   4.800E+00  -8.100E+00  -4.500E+00   2.820E-01  -3.012E+00   6.920E-01
   4.800E+00  -8.000E+00  -4.400E+00   3.533E-01  -3.235E+00   7.344E-01
   4.800E+00  -7.900E+00  -4.300E+00   4.287E-01  -3.444E+00   7.733E-01
   4.800E+00  -7.800E+00  -4.200E+00   5.079E-01  -3.636E+00   8.089E-01
   4.800E+00  -7.700E+00  -4.100E+00   5.904E-01  -3.808E+00   8.410E-01
   4.800E+00  -7.600E+00  -4.000E+00   6.760E-01  -3.957E+00   8.698E-01
   4.800E+00  -7.500E+00  -3.900E+00   7.642E-01  -4.082E+00   8.954E-01
   4.800E+00  -7.400E+00  -3.800E+00   8.549E-01  -4.185E+00   9.179E-01
   4.800E+00  -7.300E+00  -3.700E+00   9.477E-01  -4.267E+00   9.373E-01
   4.800E+00  -7.200E+00  -3.600E+00   1.042E+00  -4.331E+00   9.536E-01
   4.800E+00  -7.100E+00  -3.500E+00   1.138E+00  -4.377E+00   9.669E-01
   4.800E+00  -7.000E+00  -3.400E+00   1.236E+00  -4.411E+00   9.781E-01
   4.800E+00  -6.900E+00  -3.300E+00   1.334E+00  -4.438E+00   9.881E-01
   4.800E+00  -6.800E+00  -3.200E+00   1.433E+00  -4.460E+00   9.969E-01
   4.800E+00  -6.700E+00  -3.100E+00   1.533E+00  -4.479E+00   1.004E+00
   4.800E+00  -6.600E+00  -3.000E+00   1.634E+00  -4.497E+00   1.011E+00
   4.800E+00  -6.500E+00  -2.900E+00   1.735E+00  -4.515E+00   1.016E+00
   4.800E+00  -6.400E+00  -2.800E+00   1.837E+00  -4.532E+00   1.020E+00
   4.800E+00  -6.300E+00  -2.700E+00   1.939E+00  -4.546E+00   1.024E+00
   4.800E+00  -6.200E+00  -2.600E+00   2.042E+00  -4.555E+00   1.026E+00
   4.800E+00  -6.100E+00  -2.500E+00   2.145E+00  -4.555E+00   1.027E+00
   4.800E+00  -6.000E+00  -2.400E+00   2.247E+00  -4.544E+00   1.027E+00
   4.800E+00  -5.900E+00  -2.300E+00   2.350E+00  -4.521E+00   1.025E+00
   4.800E+00  -5.800E+00  -2.200E+00   2.452E+00  -4.487E+00   1.022E+00
   4.800E+00  -5.700E+00  -2.100E+00   2.554E+00  -4.442E+00   1.018E+00
   4.800E+00  -5.600E+00  -2.000E+00   2.656E+00  -4.386E+00   1.012E+00
   4.800E+00  -5.500E+00  -1.900E+00   2.757E+00  -4.322E+00   1.005E+00
   4.800E+00  -5.400E+00  -1.800E+00   2.857E+00  -4.254E+00   9.976E-01
   4.800E+00  -5.300E+00  -1.700E+00   2.956E+00  -4.185E+00   9.896E-01
   4.800E+00  -5.200E+00  -1.600E+00   3.055E+00  -4.119E+00   9.810E-01
   4.800E+00  -5.100E+00  -1.500E+00   3.152E+00  -4.058E+00   9.719E-01
   4.900E+00  -1.000E+01  -6.700E+00  -3.492E-01   1.119E-01   6.175E-02
   4.900E+00  -9.900E+00  -6.600E+00  -3.427E-01   8.506E-02   6.824E-02
   4.900E+00  -9.800E+00  -6.500E+00  -3.355E-01   5.858E-02   7.516E-02
   4.900E+00  -9.700E+00  -6.400E+00  -3.276E-01   3.143E-02   8.307E-02
   4.900E+00  -9.600E+00  -6.300E+00  -3.189E-01   1.444E-03   9.251E-02
   4.900E+00  -9.500E+00  -6.200E+00  -3.091E-01  -3.218E-02   1.035E-01
   4.900E+00  -9.400E+00  -6.100E+00  -2.981E-01  -7.027E-02   1.160E-01
   4.900E+00  -9.300E+00  -6.000E+00  -2.858E-01  -1.136E-01   1.300E-01
   4.900E+00  -9.200E+00  -5.900E+00  -2.720E-01  -1.648E-01   1.461E-01
   4.900E+00  -9.100E+00  -5.800E+00  -2.565E-01  -2.270E-01   1.649E-01
   4.900E+00  -9.000E+00  -5.700E+00  -2.390E-01  -3.016E-01   1.863E-01
   4.900E+00  -8.900E+00  -5.600E+00  -2.192E-01  -3.902E-01   2.103E-01
   4.900E+00  -8.800E+00  -5.500E+00  -1.968E-01  -4.942E-01   2.370E-01
   4.900E+00  -8.700E+00  -5.400E+00  -1.717E-01  -6.148E-01   2.663E-01
   4.900E+00  -8.600E+00  -5.300E+00  -1.435E-01  -7.512E-01   2.984E-01
   4.900E+00  -8.500E+00  -5.200E+00  -1.119E-01  -9.022E-01   3.331E-01
   4.900E+00  -8.400E+00  -5.100E+00  -7.675E-02  -1.066E+00   3.706E-01
   4.900E+00  -8.300E+00  -5.000E+00  -3.770E-02  -1.242E+00   4.107E-01
   4.900E+00  -8.200E+00  -4.900E+00   5.439E-03  -1.425E+00   4.521E-01
   4.900E+00  -8.100E+00  -4.800E+00   5.271E-02  -1.608E+00   4.932E-01
   4.900E+00  -8.000E+00  -4.700E+00   1.041E-01  -1.791E+00   5.342E-01
   4.900E+00  -7.900E+00  -4.600E+00   1.595E-01  -1.974E+00   5.749E-01
   4.900E+00  -7.800E+00  -4.500E+00   2.190E-01  -2.155E+00   6.153E-01
   4.900E+00  -7.700E+00  -4.400E+00   2.826E-01  -2.332E+00   6.548E-01
   4.900E+00  -7.600E+00  -4.300E+00   3.499E-01  -2.502E+00   6.925E-01
   4.900E+00  -7.500E+00  -4.200E+00   4.210E-01  -2.667E+00   7.284E-01
   4.900E+00  -7.400E+00  -4.100E+00   4.956E-01  -2.826E+00   7.625E-01
   4.900E+00  -7.300E+00  -4.000E+00   5.734E-01  -2.982E+00   7.948E-01
   4.900E+00  -7.200E+00  -3.900E+00   6.545E-01  -3.134E+00   8.254E-01
   4.900E+00  -7.100E+00  -3.800E+00   7.385E-01  -3.281E+00   8.543E-01
   4.900E+00  -7.000E+00  -3.700E+00   8.253E-01  -3.423E+00   8.815E-01
   4.900E+00  -6.900E+00  -3.600E+00   9.147E-01  -3.560E+00   9.070E-01
   4.900E+00  -6.800E+00  -3.500E+00   1.007E+00  -3.689E+00   9.307E-01
   4.900E+00  -6.700E+00  -3.400E+00   1.101E+00  -3.809E+00   9.524E-01
   4.900E+00  -6.600E+00  -3.300E+00   1.197E+00  -3.918E+00   9.718E-01
   4.900E+00  -6.500E+00  -3.200E+00   1.295E+00  -4.014E+00   9.889E-01
   4.900E+00  -6.400E+00  -3.100E+00   1.395E+00  -4.094E+00   1.004E+00
   4.900E+00  -6.300E+00  -3.000E+00   1.496E+00  -4.158E+00   1.016E+00
   4.900E+00  -6.200E+00  -2.900E+00   1.598E+00  -4.203E+00   1.026E+00
   4.900E+00  -6.100E+00  -2.800E+00   1.701E+00  -4.229E+00   1.034E+00
   4.900E+00  -6.000E+00  -2.700E+00   1.804E+00  -4.239E+00   1.039E+00
   4.900E+00  -5.900E+00  -2.600E+00   1.908E+00  -4.234E+00   1.041E+00
   4.900E+00  -5.800E+00  -2.500E+00   2.013E+00  -4.214E+00   1.041E+00
   4.900E+00  -5.700E+00  -2.400E+00   2.117E+00  -4.184E+00   1.039E+00
   4.900E+00  -5.600E+00  -2.300E+00   2.220E+00  -4.149E+00   1.037E+00
   4.900E+00  -5.500E+00  -2.200E+00   2.324E+00  -4.113E+00   1.035E+00
   4.900E+00  -5.400E+00  -2.100E+00   2.427E+00  -4.077E+00   1.031E+00
   4.900E+00  -5.300E+00  -2.000E+00   2.530E+00  -4.044E+00   1.027E+00
   4.900E+00  -5.200E+00  -1.900E+00   2.633E+00  -4.016E+00   1.023E+00
   4.900E+00  -5.100E+00  -1.800E+00   2.735E+00  -3.990E+00   1.017E+00
   5.000E+00  -1.000E+01  -7.000E+00  -3.147E-01   7.242E-01   4.556E-02
   5.000E+00  -9.900E+00  -6.900E+00  -3.098E-01   6.997E-01   5.078E-02
   5.000E+00  -9.800E+00  -6.800E+00  -3.045E-01   6.747E-01   5.615E-02
   5.000E+00  -9.700E+00  -6.700E+00  -2.986E-01   6.494E-01   6.168E-02
   5.000E+00  -9.600E+00  -6.600E+00  -2.922E-01   6.240E-01   6.735E-02
   5.000E+00  -9.500E+00  -6.500E+00  -2.851E-01   5.985E-01   7.317E-02
   5.000E+00  -9.400E+00  -6.400E+00  -2.775E-01   5.708E-01   7.991E-02
   5.000E+00  -9.300E+00  -6.300E+00  -2.691E-01   5.385E-01   8.834E-02
   5.000E+00  -9.200E+00  -6.200E+00  -2.598E-01   5.014E-01   9.845E-02
   5.000E+00  -9.100E+00  -6.100E+00  -2.494E-01   4.595E-01   1.102E-01
   5.000E+00  -9.000E+00  -6.000E+00  -2.377E-01   4.126E-01   1.237E-01
   5.000E+00  -8.900E+00  -5.900E+00  -2.245E-01   3.598E-01   1.391E-01
   5.000E+00  -8.800E+00  -5.800E+00  -2.098E-01   2.999E-01   1.565E-01
   5.000E+00  -8.700E+00  -5.700E+00  -1.932E-01   2.320E-01   1.760E-01
